battery_id,type,start_time,ambient_temperature,test_id,uid,filename,capacity
CS2_35,discharge,2010-10-10 16:42:57,25,16,CS2_35_16,CS2_35_cycle_16.csv,16.73045432672513
CS2_35,discharge,2010-10-10 20:02:07,25,17,CS2_35_17,CS2_35_cycle_17.csv,17.659603917393074
CS2_35,discharge,2010-10-10 22:39:58,25,18,CS2_35_18,CS2_35_cycle_18.csv,18.701478381459776
CS2_35,discharge,2010-10-11 01:59:27,25,19,CS2_35_19,CS2_35_cycle_19.csv,19.734432004308736
CS2_35,discharge,2010-10-11 05:17:18,25,20,CS2_35_20,CS2_35_cycle_20.csv,20.758392919165992
CS2_35,discharge,2010-10-11 08:36:24,25,21,CS2_35_21,CS2_35_cycle_21.csv,21.783697455385933
CS2_35,discharge,2010-10-11 11:54:45,25,22,CS2_35_22,CS2_35_cycle_22.csv,22.806844719289323
CS2_35,discharge,2010-10-11 15:13:08,25,23,CS2_35_23,CS2_35_cycle_23.csv,23.82669997931721
CS2_35,discharge,2010-10-11 18:31:17,25,24,CS2_35_24,CS2_35_cycle_24.csv,24.854452544770687
CS2_35,discharge,2010-10-11 21:49:25,25,25,CS2_35_25,CS2_35_cycle_25.csv,25.88477592200872
CS2_35,discharge,2010-10-12 01:07:13,25,26,CS2_35_26,CS2_35_cycle_26.csv,26.911573364303912
CS2_35,discharge,2010-10-12 04:24:47,25,27,CS2_35_27,CS2_35_cycle_27.csv,27.926984529403377
CS2_35,discharge,2010-10-12 07:42:51,25,28,CS2_35_28,CS2_35_cycle_28.csv,28.81392383632088
CS2_35,discharge,2010-10-12 10:13:41,25,29,CS2_35_29,CS2_35_cycle_29.csv,29.828131757928183
CS2_35,discharge,2010-10-12 13:31:29,25,30,CS2_35_30,CS2_35_cycle_30.csv,30.84098253277357
CS2_35,discharge,2010-10-12 16:48:37,25,31,CS2_35_31,CS2_35_cycle_31.csv,31.850899464507183
CS2_35,discharge,2010-10-12 20:05:48,25,32,CS2_35_32,CS2_35_cycle_32.csv,32.87068104295481
CS2_35,discharge,2010-10-12 23:21:53,25,33,CS2_35_33,CS2_35_cycle_33.csv,33.891612277542215
CS2_35,discharge,2010-10-13 02:38:34,25,34,CS2_35_34,CS2_35_cycle_34.csv,34.90289147658733
CS2_35,discharge,2010-10-13 05:55:25,25,35,CS2_35_35,CS2_35_cycle_35.csv,35.90911741131373
CS2_35,discharge,2010-10-13 09:12:30,25,36,CS2_35_36,CS2_35_cycle_36.csv,36.91368495716268
CS2_35,discharge,2010-10-13 12:28:38,25,37,CS2_35_37,CS2_35_cycle_37.csv,37.91718053174619
CS2_35,discharge,2010-10-13 15:44:37,25,38,CS2_35_38,CS2_35_cycle_38.csv,38.91819527470016
CS2_35,discharge,2010-10-13 19:00:46,25,39,CS2_35_39,CS2_35_cycle_39.csv,39.92915402618912
CS2_35,discharge,2010-10-13 22:16:20,25,40,CS2_35_40,CS2_35_cycle_40.csv,40.94233667966114
CS2_35,discharge,2010-10-14 01:32:08,25,41,CS2_35_41,CS2_35_cycle_41.csv,41.95007845518043
CS2_35,discharge,2010-10-14 04:47:31,25,42,CS2_35_42,CS2_35_cycle_42.csv,42.947261805152806
CS2_35,discharge,2010-10-14 08:03:36,25,43,CS2_35_43,CS2_35_cycle_43.csv,43.94520886439808
CS2_35,discharge,2010-10-14 11:18:52,25,44,CS2_35_44,CS2_35_cycle_44.csv,44.94232477357683
CS2_35,discharge,2010-10-14 14:33:59,25,45,CS2_35_45,CS2_35_cycle_45.csv,45.9383421916038
CS2_35,discharge,2010-10-14 17:49:05,25,46,CS2_35_46,CS2_35_cycle_46.csv,46.940598693668186
CS2_35,discharge,2010-10-14 21:04:49,25,47,CS2_35_47,CS2_35_cycle_47.csv,47.946644632112275
CS2_35,discharge,2010-10-15 00:19:35,25,48,CS2_35_48,CS2_35_cycle_48.csv,48.953319006071354
CS2_35,discharge,2010-10-15 03:34:23,25,49,CS2_35_49,CS2_35_cycle_49.csv,49.945354340006595
CS2_35,discharge,2010-10-15 06:49:44,25,50,CS2_35_50,CS2_35_cycle_50.csv,50.935903077542285
CS2_35,discharge,2010-10-15 17:12:56,25,1,CS2_35_1,CS2_35_cycle_1.csv,1.002042855709979
CS2_35,discharge,2010-10-15 20:29:03,25,2,CS2_35_2,CS2_35_cycle_2.csv,2.01046971323796
CS2_35,discharge,2010-10-15 23:44:38,25,3,CS2_35_3,CS2_35_cycle_3.csv,3.019546900821697
CS2_35,discharge,2010-10-16 03:00:17,25,4,CS2_35_4,CS2_35_cycle_4.csv,4.028502523027242
CS2_35,discharge,2010-10-16 06:15:43,25,5,CS2_35_5,CS2_35_cycle_5.csv,5.03735885452958
CS2_35,discharge,2010-10-16 09:30:56,25,6,CS2_35_6,CS2_35_cycle_6.csv,6.046343596698417
CS2_35,discharge,2010-10-16 12:45:57,25,7,CS2_35_7,CS2_35_cycle_7.csv,7.055265876510884
CS2_35,discharge,2010-10-16 16:00:55,25,8,CS2_35_8,CS2_35_cycle_8.csv,8.064124673946994
CS2_35,discharge,2010-10-16 19:15:38,25,9,CS2_35_9,CS2_35_cycle_9.csv,9.072570779985693
CS2_35,discharge,2010-10-16 22:30:18,25,10,CS2_35_10,CS2_35_cycle_10.csv,10.080613023999057
CS2_35,discharge,2010-10-17 01:44:48,25,11,CS2_35_11,CS2_35_cycle_11.csv,11.0883160987717
CS2_35,discharge,2010-10-17 04:59:13,25,12,CS2_35_12,CS2_35_cycle_12.csv,12.095684349486843
CS2_35,discharge,2010-10-17 08:13:35,25,13,CS2_35_13,CS2_35_cycle_13.csv,13.102826459081768
CS2_35,discharge,2010-10-17 11:27:55,25,14,CS2_35_14,CS2_35_cycle_14.csv,14.10985171372642
CS2_35,discharge,2010-10-17 14:42:10,25,15,CS2_35_15,CS2_35_cycle_15.csv,15.116877058598508
CS2_35,discharge,2010-10-17 17:56:22,25,16,CS2_35_16,CS2_35_cycle_16.csv,16.12367674607142
CS2_35,discharge,2010-10-17 21:10:23,25,17,CS2_35_17,CS2_35_cycle_17.csv,17.130326283002624
CS2_35,discharge,2010-10-18 00:24:27,25,18,CS2_35_18,CS2_35_cycle_18.csv,18.136574026879924
CS2_35,discharge,2010-10-18 03:38:30,25,19,CS2_35_19,CS2_35_cycle_19.csv,19.12772764133507
CS2_35,discharge,2010-10-18 06:53:14,25,20,CS2_35_20,CS2_35_cycle_20.csv,20.11619466281957
CS2_35,discharge,2010-10-18 10:07:15,25,21,CS2_35_21,CS2_35_cycle_21.csv,21.10412159035169
CS2_35,discharge,2010-10-18 13:20:47,25,22,CS2_35_22,CS2_35_cycle_22.csv,22.089791105939433
CS2_35,discharge,2010-10-18 16:34:24,25,23,CS2_35_23,CS2_35_cycle_23.csv,23.074109182884705
CS2_35,discharge,2010-10-18 19:48:06,25,24,CS2_35_24,CS2_35_cycle_24.csv,24.07114218440138
CS2_35,discharge,2010-10-18 23:00:54,25,25,CS2_35_25,CS2_35_cycle_25.csv,25.069790582904705
CS2_35,discharge,2010-10-19 02:14:28,25,26,CS2_35_26,CS2_35_cycle_26.csv,26.05970844773141
CS2_35,discharge,2010-10-19 05:27:10,25,27,CS2_35_27,CS2_35_cycle_27.csv,27.04288318233867
CS2_35,discharge,2010-10-19 08:41:03,25,28,CS2_35_28,CS2_35_cycle_28.csv,28.02599588247175
CS2_35,discharge,2010-10-19 11:54:25,25,29,CS2_35_29,CS2_35_cycle_29.csv,29.009012266580665
CS2_35,discharge,2010-10-19 15:07:58,25,30,CS2_35_30,CS2_35_cycle_30.csv,29.99129380179008
CS2_35,discharge,2010-10-19 18:21:11,25,31,CS2_35_31,CS2_35_cycle_31.csv,30.981642580271807
CS2_35,discharge,2010-10-19 21:35:18,25,32,CS2_35_32,CS2_35_cycle_32.csv,31.974314519270283
CS2_35,discharge,2010-10-20 00:48:25,25,33,CS2_35_33,CS2_35_cycle_33.csv,32.96902270379409
CS2_35,discharge,2010-10-20 04:01:33,25,34,CS2_35_34,CS2_35_cycle_34.csv,33.948795306856525
CS2_35,discharge,2010-10-20 07:15:31,25,35,CS2_35_35,CS2_35_cycle_35.csv,34.92691116753744
CS2_35,discharge,2010-10-20 10:28:41,25,36,CS2_35_36,CS2_35_cycle_36.csv,35.904753732590024
CS2_35,discharge,2010-10-20 13:41:26,25,37,CS2_35_37,CS2_35_cycle_37.csv,36.883653287415605
CS2_35,discharge,2010-10-20 16:54:36,25,38,CS2_35_38,CS2_35_cycle_38.csv,37.86262408064001
CS2_35,discharge,2010-10-20 20:07:47,25,39,CS2_35_39,CS2_35_cycle_39.csv,38.851827421354194
CS2_35,discharge,2010-10-20 23:20:12,25,40,CS2_35_40,CS2_35_cycle_40.csv,39.84222072867617
CS2_35,discharge,2010-10-21 02:33:13,25,41,CS2_35_41,CS2_35_cycle_41.csv,40.82315809896176
CS2_35,discharge,2010-10-21 05:45:54,25,42,CS2_35_42,CS2_35_cycle_42.csv,41.79921555426775
CS2_35,discharge,2010-10-21 08:59:10,25,43,CS2_35_43,CS2_35_cycle_43.csv,42.775543727490046
CS2_35,discharge,2010-10-21 12:12:04,25,44,CS2_35_44,CS2_35_cycle_44.csv,43.75084428936686
CS2_35,discharge,2010-10-21 15:24:53,25,45,CS2_35_45,CS2_35_cycle_45.csv,44.72415709175573
CS2_35,discharge,2010-10-21 18:37:25,25,46,CS2_35_46,CS2_35_cycle_46.csv,45.70682210711349
CS2_35,discharge,2010-10-21 21:50:37,25,47,CS2_35_47,CS2_35_cycle_47.csv,46.6931979508989
CS2_35,discharge,2010-10-22 01:03:17,25,48,CS2_35_48,CS2_35_cycle_48.csv,47.6777998022146
CS2_35,discharge,2010-10-22 04:15:54,25,49,CS2_35_49,CS2_35_cycle_49.csv,48.64916627324767
CS2_35,discharge,2010-10-22 07:29:04,25,50,CS2_35_50,CS2_35_cycle_50.csv,49.621074275643046
CS2_35,discharge,2010-10-22 13:23:55,25,1,CS2_35_1,CS2_35_cycle_1.csv,0.976536613839718
CS2_35,discharge,2010-10-22 16:37:15,25,2,CS2_35_2,CS2_35_cycle_2.csv,1.951855740556913
CS2_35,discharge,2010-10-22 19:50:49,25,3,CS2_35_3,CS2_35_cycle_3.csv,2.936636302429659
CS2_35,discharge,2010-10-22 23:03:18,25,4,CS2_35_4,CS2_35_cycle_4.csv,3.92276985629133
CS2_35,discharge,2010-10-23 02:16:14,25,5,CS2_35_5,CS2_35_cycle_5.csv,4.909110076552116
CS2_35,discharge,2010-10-23 05:29:06,25,6,CS2_35_6,CS2_35_cycle_6.csv,5.895533684041169
CS2_35,discharge,2010-10-23 08:41:53,25,7,CS2_35_7,CS2_35_cycle_7.csv,6.882047436603524
CS2_35,discharge,2010-10-23 11:54:32,25,8,CS2_35_8,CS2_35_cycle_8.csv,7.870437003067663
CS2_35,discharge,2010-10-23 15:07:06,25,9,CS2_35_9,CS2_35_cycle_9.csv,8.859237805017356
CS2_35,discharge,2010-10-23 18:19:34,25,10,CS2_35_10,CS2_35_cycle_10.csv,9.848379370459378
CS2_35,discharge,2010-10-23 21:32:00,25,11,CS2_35_11,CS2_35_cycle_11.csv,10.83769639032977
CS2_35,discharge,2010-10-24 00:44:28,25,12,CS2_35_12,CS2_35_cycle_12.csv,11.82717238329214
CS2_35,discharge,2010-10-24 03:56:54,25,13,CS2_35_13,CS2_35_cycle_13.csv,12.816763640349324
CS2_35,discharge,2010-10-24 07:09:13,25,14,CS2_35_14,CS2_35_cycle_14.csv,13.806400957205442
CS2_35,discharge,2010-10-24 10:21:27,25,15,CS2_35_15,CS2_35_cycle_15.csv,14.796240139384972
CS2_35,discharge,2010-10-24 13:33:44,25,16,CS2_35_16,CS2_35_cycle_16.csv,15.786294701196542
CS2_35,discharge,2010-10-24 16:45:53,25,17,CS2_35_17,CS2_35_cycle_17.csv,16.776828695642642
CS2_35,discharge,2010-10-24 19:57:55,25,18,CS2_35_18,CS2_35_cycle_18.csv,17.767042822315744
CS2_35,discharge,2010-10-24 23:10:02,25,19,CS2_35_19,CS2_35_cycle_19.csv,18.75727636552167
CS2_35,discharge,2010-10-25 02:22:03,25,20,CS2_35_20,CS2_35_cycle_20.csv,19.73537657393973
CS2_35,discharge,2010-10-25 05:33:02,25,21,CS2_35_21,CS2_35_cycle_21.csv,20.70839391813557
CS2_35,discharge,2010-10-25 08:45:13,25,22,CS2_35_22,CS2_35_cycle_22.csv,21.681726169266824
CS2_35,discharge,2010-10-25 11:57:01,25,23,CS2_35_23,CS2_35_cycle_23.csv,22.65479768865461
CS2_35,discharge,2010-10-25 15:08:56,25,24,CS2_35_24,CS2_35_cycle_24.csv,23.625954393803855
CS2_35,discharge,2010-10-25 18:20:39,25,25,CS2_35_25,CS2_35_cycle_25.csv,24.60517950082591
CS2_35,discharge,2010-10-25 21:33:28,25,26,CS2_35_26,CS2_35_cycle_26.csv,25.587948732949695
CS2_35,discharge,2010-10-26 00:45:22,25,27,CS2_35_27,CS2_35_cycle_27.csv,26.447972948726427
CS2_35,discharge,2010-10-26 03:11:40,25,28,CS2_35_28,CS2_35_cycle_28.csv,27.420738448085977
CS2_35,discharge,2010-10-26 06:24:59,25,29,CS2_35_29,CS2_35_cycle_29.csv,28.391378368736145
CS2_35,discharge,2010-10-26 09:37:16,25,30,CS2_35_30,CS2_35_cycle_30.csv,29.363010373183823
CS2_35,discharge,2010-10-26 12:49:04,25,31,CS2_35_31,CS2_35_cycle_31.csv,30.332113909950667
CS2_35,discharge,2010-10-26 16:01:00,25,32,CS2_35_32,CS2_35_cycle_32.csv,31.298685651637555
CS2_35,discharge,2010-10-26 19:12:46,25,33,CS2_35_33,CS2_35_cycle_33.csv,32.27801038767436
CS2_35,discharge,2010-10-26 22:24:06,25,34,CS2_35_34,CS2_35_cycle_34.csv,33.25998709340666
CS2_35,discharge,2010-10-27 01:35:58,25,35,CS2_35_35,CS2_35_cycle_35.csv,34.23564305645274
CS2_35,discharge,2010-10-27 04:47:20,25,36,CS2_35_36,CS2_35_cycle_36.csv,35.20322832017183
CS2_35,discharge,2010-10-27 07:59:12,25,37,CS2_35_37,CS2_35_cycle_37.csv,36.17192692303968
CS2_35,discharge,2010-10-27 11:10:38,25,38,CS2_35_38,CS2_35_cycle_38.csv,37.14169717178262
CS2_35,discharge,2010-10-27 14:22:16,25,39,CS2_35_39,CS2_35_cycle_39.csv,38.11056483848703
CS2_35,discharge,2010-10-27 17:34:09,25,40,CS2_35_40,CS2_35_cycle_40.csv,39.08451434274035
CS2_35,discharge,2010-10-27 20:46:16,25,41,CS2_35_41,CS2_35_cycle_41.csv,40.06497348713206
CS2_35,discharge,2010-10-27 23:57:58,25,42,CS2_35_42,CS2_35_cycle_42.csv,41.04681154623433
CS2_35,discharge,2010-10-28 03:09:48,25,43,CS2_35_43,CS2_35_cycle_43.csv,42.01757581120292
CS2_35,discharge,2010-10-28 06:22:05,25,44,CS2_35_44,CS2_35_cycle_44.csv,42.98578579866636
CS2_35,discharge,2010-10-28 09:33:59,25,45,CS2_35_45,CS2_35_cycle_45.csv,43.95440038826544
CS2_35,discharge,2010-10-28 12:45:40,25,46,CS2_35_46,CS2_35_cycle_46.csv,44.9221672883784
CS2_35,discharge,2010-10-28 15:57:27,25,47,CS2_35_47,CS2_35_cycle_47.csv,45.88840732920627
CS2_35,discharge,2010-10-28 19:09:11,25,48,CS2_35_48,CS2_35_cycle_48.csv,46.860644509968935
CS2_35,discharge,2010-10-28 22:20:30,25,49,CS2_35_49,CS2_35_cycle_49.csv,47.82544462156678
CS2_35,discharge,2010-10-29 01:32:48,25,50,CS2_35_50,CS2_35_cycle_50.csv,48.78913178108062
CS2_35,discharge,2010-10-29 09:58:03,25,1,CS2_35_1,CS2_35_cycle_1.csv,0.970339201364411
CS2_35,discharge,2010-10-29 13:11:00,25,2,CS2_35_2,CS2_35_cycle_2.csv,1.939594741054879
CS2_35,discharge,2010-10-29 16:23:40,25,3,CS2_35_3,CS2_35_cycle_3.csv,2.906707310838609
CS2_35,discharge,2010-10-29 19:36:13,25,4,CS2_35_4,CS2_35_cycle_4.csv,3.882588824627613
CS2_35,discharge,2010-10-29 22:47:47,25,5,CS2_35_5,CS2_35_cycle_5.csv,4.860041636054611
CS2_35,discharge,2010-10-30 01:59:50,25,6,CS2_35_6,CS2_35_cycle_6.csv,5.838203631638621
CS2_35,discharge,2010-10-30 05:11:47,25,7,CS2_35_7,CS2_35_cycle_7.csv,6.816760304502784
CS2_35,discharge,2010-10-30 08:23:40,25,8,CS2_35_8,CS2_35_cycle_8.csv,7.795499804746217
CS2_35,discharge,2010-10-30 11:35:30,25,9,CS2_35_9,CS2_35_cycle_9.csv,8.77464790735873
CS2_35,discharge,2010-10-30 14:47:22,25,10,CS2_35_10,CS2_35_cycle_10.csv,9.697120720022658
CS2_35,discharge,2010-11-01 14:23:58,25,1,CS2_35_1,CS2_35_cycle_1.csv,0.980762635387361
CS2_35,discharge,2010-11-01 17:29:50,25,2,CS2_35_2,CS2_35_cycle_2.csv,1.966082055868888
CS2_35,discharge,2010-11-01 20:41:39,25,3,CS2_35_3,CS2_35_cycle_3.csv,2.954295657443265
CS2_35,discharge,2010-11-01 23:53:28,25,4,CS2_35_4,CS2_35_cycle_4.csv,3.943458237999283
CS2_35,discharge,2010-11-02 03:05:36,25,5,CS2_35_5,CS2_35_cycle_5.csv,4.923497055730781
CS2_35,discharge,2010-11-02 06:18:11,25,6,CS2_35_6,CS2_35_cycle_6.csv,5.903487027894818
CS2_35,discharge,2010-11-02 09:30:16,25,7,CS2_35_7,CS2_35_cycle_7.csv,6.886391284000024
CS2_35,discharge,2010-11-02 12:42:23,25,8,CS2_35_8,CS2_35_cycle_8.csv,7.871344921293777
CS2_35,discharge,2010-11-02 15:54:27,25,9,CS2_35_9,CS2_35_cycle_9.csv,8.85610854345947
CS2_35,discharge,2010-11-02 19:06:20,25,10,CS2_35_10,CS2_35_cycle_10.csv,9.845295627068992
CS2_35,discharge,2010-11-02 22:18:04,25,11,CS2_35_11,CS2_35_cycle_11.csv,10.835307209467496
CS2_35,discharge,2010-11-03 01:30:07,25,12,CS2_35_12,CS2_35_cycle_12.csv,11.820460923674696
CS2_35,discharge,2010-11-03 04:41:51,25,13,CS2_35_13,CS2_35_cycle_13.csv,12.801958012122553
CS2_35,discharge,2010-11-03 07:53:55,25,14,CS2_35_14,CS2_35_cycle_14.csv,13.7832694060354
CS2_35,discharge,2010-11-03 11:05:52,25,15,CS2_35_15,CS2_35_cycle_15.csv,14.767191817813911
CS2_35,discharge,2010-11-03 14:17:29,25,16,CS2_35_16,CS2_35_cycle_16.csv,15.751039216089818
CS2_35,discharge,2010-11-03 17:29:24,25,17,CS2_35_17,CS2_35_cycle_17.csv,16.73634775307802
CS2_35,discharge,2010-11-03 20:41:27,25,18,CS2_35_18,CS2_35_cycle_18.csv,17.72398158352929
CS2_35,discharge,2010-11-03 23:53:21,25,19,CS2_35_19,CS2_35_cycle_19.csv,18.711958893156392
CS2_35,discharge,2010-11-04 03:05:14,25,20,CS2_35_20,CS2_35_cycle_20.csv,19.691685198893367
CS2_35,discharge,2010-11-04 06:17:32,25,21,CS2_35_21,CS2_35_cycle_21.csv,20.671210913697767
CS2_35,discharge,2010-11-04 09:29:24,25,22,CS2_35_22,CS2_35_cycle_22.csv,21.650255769172453
CS2_35,discharge,2010-11-04 12:40:59,25,23,CS2_35_23,CS2_35_cycle_23.csv,22.6283467697808
CS2_35,discharge,2010-11-04 15:52:41,25,24,CS2_35_24,CS2_35_cycle_24.csv,23.60439722873095
CS2_35,discharge,2010-11-04 19:04:16,25,25,CS2_35_25,CS2_35_cycle_25.csv,24.58698680827325
CS2_35,discharge,2010-11-04 22:15:42,25,26,CS2_35_26,CS2_35_cycle_26.csv,25.57104650027317
CS2_35,discharge,2010-11-05 01:27:23,25,27,CS2_35_27,CS2_35_cycle_27.csv,26.55081893933523
CS2_35,discharge,2010-11-05 04:38:43,25,28,CS2_35_28,CS2_35_cycle_28.csv,27.526206322146408
CS2_35,discharge,2010-11-05 07:50:27,25,29,CS2_35_29,CS2_35_cycle_29.csv,28.50250972920545
CS2_35,discharge,2010-11-05 11:01:54,25,30,CS2_35_30,CS2_35_cycle_30.csv,29.479685086259103
CS2_35,discharge,2010-11-05 14:13:17,25,31,CS2_35_31,CS2_35_cycle_31.csv,30.45848523873686
CS2_35,discharge,2010-11-05 17:24:38,25,32,CS2_35_32,CS2_35_cycle_32.csv,31.438102749029643
CS2_35,discharge,2010-11-05 20:36:27,25,33,CS2_35_33,CS2_35_cycle_33.csv,32.42120021776847
CS2_35,discharge,2010-11-05 23:47:47,25,34,CS2_35_34,CS2_35_cycle_34.csv,33.404937580076634
CS2_35,discharge,2010-11-06 02:59:13,25,35,CS2_35_35,CS2_35_cycle_35.csv,34.38892492161407
CS2_35,discharge,2010-11-06 06:10:30,25,36,CS2_35_36,CS2_35_cycle_36.csv,35.37306083863766
CS2_35,discharge,2010-11-06 09:21:51,25,37,CS2_35_37,CS2_35_cycle_37.csv,36.35719075759464
CS2_35,discharge,2010-11-06 12:33:08,25,38,CS2_35_38,CS2_35_cycle_38.csv,37.342379059233465
CS2_35,discharge,2010-11-06 15:44:27,25,39,CS2_35_39,CS2_35_cycle_39.csv,38.32791410588885
CS2_35,discharge,2010-11-06 18:55:42,25,40,CS2_35_40,CS2_35_cycle_40.csv,39.31360443258012
CS2_35,discharge,2010-11-06 22:06:53,25,41,CS2_35_41,CS2_35_cycle_41.csv,40.29929218179474
CS2_35,discharge,2010-11-07 01:18:00,25,42,CS2_35_42,CS2_35_cycle_42.csv,41.28497252080898
CS2_35,discharge,2010-11-07 04:29:04,25,43,CS2_35_43,CS2_35_cycle_43.csv,42.270342415373975
CS2_35,discharge,2010-11-07 07:39:54,25,44,CS2_35_44,CS2_35_cycle_44.csv,43.25579663395414
CS2_35,discharge,2010-11-07 10:50:55,25,45,CS2_35_45,CS2_35_cycle_45.csv,44.24109425625794
CS2_35,discharge,2010-11-07 14:01:55,25,46,CS2_35_46,CS2_35_cycle_46.csv,45.226427810887046
CS2_35,discharge,2010-11-07 17:12:53,25,47,CS2_35_47,CS2_35_cycle_47.csv,46.211765579250134
CS2_35,discharge,2010-11-07 20:23:47,25,48,CS2_35_48,CS2_35_cycle_48.csv,47.19705879502348
CS2_35,discharge,2010-11-07 23:34:40,25,49,CS2_35_49,CS2_35_cycle_49.csv,48.18206034077038
CS2_35,discharge,2010-11-08 02:45:30,25,50,CS2_35_50,CS2_35_cycle_50.csv,49.15944084173144
CS2_35,discharge,2010-11-16 11:45:27,25,1,CS2_35_1,CS2_35_cycle_1.csv,0.995719875020912
CS2_35,discharge,2010-11-16 14:55:49,25,2,CS2_35_2,CS2_35_cycle_2.csv,1.989275456557226
CS2_35,discharge,2010-11-16 18:08:45,25,3,CS2_35_3,CS2_35_cycle_3.csv,2.98416903234966
CS2_35,discharge,2010-11-16 21:21:23,25,4,CS2_35_4,CS2_35_cycle_4.csv,3.985434775194384
CS2_35,discharge,2010-11-17 00:33:46,25,5,CS2_35_5,CS2_35_cycle_5.csv,4.988073071966304
CS2_35,discharge,2010-11-17 03:46:39,25,6,CS2_35_6,CS2_35_cycle_6.csv,5.982932515597523
CS2_35,discharge,2010-11-17 06:59:50,25,7,CS2_35_7,CS2_35_cycle_7.csv,6.976373990513908
CS2_35,discharge,2010-11-17 10:12:49,25,8,CS2_35_8,CS2_35_cycle_8.csv,7.970361961741968
CS2_35,discharge,2010-11-17 13:25:29,25,9,CS2_35_9,CS2_35_cycle_9.csv,8.96380790099551
CS2_35,discharge,2010-11-17 16:38:14,25,10,CS2_35_10,CS2_35_cycle_10.csv,9.955122617047932
CS2_35,discharge,2010-11-17 19:51:04,25,11,CS2_35_11,CS2_35_cycle_11.csv,10.952747702256993
CS2_35,discharge,2010-11-17 23:03:34,25,12,CS2_35_12,CS2_35_cycle_12.csv,11.951449621706884
CS2_35,discharge,2010-11-18 02:16:16,25,13,CS2_35_13,CS2_35_cycle_13.csv,12.94700493163716
CS2_35,discharge,2010-11-18 05:28:42,25,14,CS2_35_14,CS2_35_cycle_14.csv,13.93511188580854
CS2_35,discharge,2010-11-18 08:41:33,25,15,CS2_35_15,CS2_35_cycle_15.csv,14.924061474028106
CS2_35,discharge,2010-11-18 11:54:00,25,16,CS2_35_16,CS2_35_cycle_16.csv,15.912878295597665
CS2_35,discharge,2010-11-18 15:06:15,25,17,CS2_35_17,CS2_35_cycle_17.csv,16.893835479771933
CS2_35,discharge,2010-11-18 18:18:56,25,18,CS2_35_18,CS2_35_cycle_18.csv,17.875514377043235
CS2_35,discharge,2010-11-18 21:32:00,25,19,CS2_35_19,CS2_35_cycle_19.csv,18.864779910115097
CS2_35,discharge,2010-11-19 00:43:40,25,20,CS2_35_20,CS2_35_cycle_20.csv,19.85510638421283
CS2_35,discharge,2010-11-19 03:55:41,25,21,CS2_35_21,CS2_35_cycle_21.csv,20.834327176318087
CS2_35,discharge,2010-11-19 07:08:05,25,22,CS2_35_22,CS2_35_cycle_22.csv,21.80756597490904
CS2_35,discharge,2010-11-19 10:20:42,25,23,CS2_35_23,CS2_35_cycle_23.csv,22.77966373427296
CS2_35,discharge,2010-11-19 13:32:54,25,24,CS2_35_24,CS2_35_cycle_24.csv,23.749749565426384
CS2_35,discharge,2010-11-19 16:45:11,25,25,CS2_35_25,CS2_35_cycle_25.csv,24.71790909492964
CS2_35,discharge,2010-11-19 19:57:25,25,26,CS2_35_26,CS2_35_cycle_26.csv,25.69678726509693
CS2_35,discharge,2010-11-19 23:08:48,25,27,CS2_35_27,CS2_35_cycle_27.csv,26.67816597261196
CS2_35,discharge,2010-11-20 02:20:06,25,28,CS2_35_28,CS2_35_cycle_28.csv,27.660473481959883
